genre,name,description,classification
Immunology,coagulase plasma,"coagulase plasma is a device that consists of freeze-dried animal or human plasma that is intended for medical purposes to perform coagulase tests primarily on staphylococcal bacteria. when reconstituted, the fluid plasma is clotted by the action of the enzyme coagulase which is produced by pathogenic staphylococci. test results are used primarily as an aid in the diagnosis of disease caused by pathogenic bacteria belonging to the genus staphylococcus
and provide epidemiological information on disease caused by these microorganisms.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 61 fr 1119, jan. 16, 1996; 66 fr 38790, july 25, 2001]"
Immunology,automated colony counter,an automated colony counter is a mechanical device intended for medical purposes to determine the number of bacterial colonies present on a bacteriological culture medium contained in a petri plate. the number of colonies counted is used in the diagnosis of disease as a measure of the degree of bacterial infection.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25045, june 12, 1989; 66 fr 38790, july 25, 2001]"
Immunology,manual colony counter,a manual colony counter is a device intended for medical purposes that consists of a printed grid system superimposed on an illuminated screen. petri plates containing bacterial colonies to be counted are placed on the screen for better viewing and ease of counting. the number of colonies counted is used in the diagnosis of disease as a measure of the degree of bacterial infection.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9. the device is also exempt from the good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, with respect to general requirements concerning records, and § 820.198, with respect to complaint files.
[47 fr 50823, nov. 9, 1982, as amended at 66 fr 38790, july 25, 2001]"
Immunology,automated image assessment system for microbial colonies on solid culture media,"an automated image assessment system for microbial colonies on solid culture media is a system that is intended to assess the presence or absence of microbial colonies on solid microbiological culture medium, and to interpret their number, and phenotypic and morphologic characteristics through analysis of two dimensional digital images as an aid in diagnosis of infectious disease.","class ii (special controls). the special controls for this device are:
(1) premarket notification submissions must include a detailed description of the device, including the technology employed, components and software modules, as well as a detailed explanation of the result algorithms and any expert rules that are used to assess colony characteristics and enumerate colonies from image capture through end result.
(2) premarket notification submissions must include detailed documentation of the analytical studies performed to characterize device performance to support the intended use, as appropriate.
(3) premarket notification submissions must include detailed documentation from clinical studies performed on a population that is consistent with the intended use population.
(i) the clinical studies must establish the device performance based on comparison to results obtained by an acceptable reference method, as appropriate.
(ii) the clinical study documentation must include the study protocol with a predefined statistical analysis plan and the final report documenting support for the indications for use and the results of the statistical analysis, as appropriate.
(4) premarket notification submissions must include detailed documentation for device software, including but not limited to software applications and hardware based components that incorporate software, and any decision-making thresholds used to generate results for the device. if a part of a total laboratory automation system, the premarket notification submission must include detailed documentation addressing the instrument and software system integration.
(5) premarket notification submissions must include detailed documentation of appropriate instructions for use regarding the intended user's device quality control procedures for the instrument system and components, as appropriate.
(6) the 21 cfr 809.10 compliant device labeling must include:
(i) detailed user instructions to mitigate the risk of failure to operate the instrument correctly.
(ii) a detailed explanation of the interpretation of results and limitations regarding the need for review of culture plates by a qualified microbiologist, as appropriate.
(iii) a summary of performance data obtained from the analytical studies used to support device performance, as appropriate.
(iv) a summary of performance data obtained from clinical studies performed on a population that is consistent with the intended use population, as appropriate.
(7) under 21 cfr 820.30 compliant design control, device manufacturers must, as appropriate:
(i) conduct human factors/usability validation testing with the final version of the labeling and related materials to adequately mitigate the risk of failure to operate the instrument correctly.
(ii) document a device training program that will be offered to the end user to adequately mitigate the risk of failure to operate the instrument correctly.
[82 fr 47969, oct. 16, 2017]"
Immunology,multipurpose culture medium,a multipurpose culture medium is a device that consists primarily of liquid or solid biological materials intended for medical purposes for the cultivation and identification of several types of pathogenic microorganisms without the need of additional nutritional supplements. test results aid in the diagnosis of disease and also provide epidemiological information on diseases caused by these microorganisms.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38790, july 25, 2001]"
Immunology,differential culture medium,"a differential culture medium is a device that consists primarily of liquid biological materials intended for medical purposes to cultivate and identify different types of pathogenic microorganisms. the identification of these microorganisms is accomplished by the addition of a specific biochemical component(s) to the medium. microorganisms are identified by a visible change (e.g., a color change) in a specific biochemical component(s) which indicates that specific metabolic reactions have occurred. test results aid in the diagnosis of disease and also provide epidemiological information on diseases caused by these microorganisms.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38790, july 25, 2001]"
Immunology,enriched culture medium,"an enriched culture medium is a device that consists primarily of liquid or solid biological materials intended for medical purposes to cultivate and identify fastidious microorganisms (those having complex nutritional requirements). the device consists of a relatively simple basal medium enriched by the addition of such nutritional components as blood, blood serum, vitamins, and extracts of plant or animal tissues. the device is used in the diagnosis of disease caused by pathogenic microorganisms and also provides epidemiological information on these diseases.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,microbiological assay culture medium,"a microbiological assay culture medium is a device that consists primarily of liquid or solid biological materials intended for medical purposes to cultivate selected test microorganisms in order to measure by microbiological procedures the concentration in a patient's serum of certain substances, such as amino acids, antimicrobial agents, and vitamins. the concentration of these substances is measured by their ability to promote or inhibit the growth of the test organism in the innoculated medium. test results aid in the diagnosis of disease resulting from either deficient or excessive amounts of these substances in a patient's serum. tests results may also be used to monitor the effects of the administration of certain antimicrobial drugs.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,selective culture medium,a selective culture medium is a device that consists primarily of liquid or solid biological materials intended for medical purposes to cultivate and identify certain pathogenic microorganisms. the device contains one or more components that suppress the growth of certain microorganisms while either promoting or not affecting the growth of other microorganisms. the device aids in the diagnosis of disease caused by pathogenic microorganisms and also provides epidemiological information on these diseases.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,transport culture medium,"a transport culture medium is a device that consists of a semisolid, usually non-nutrient, medium that maintains the viability of suspected pathogens contained in patient specimens while in transit from the specimen collection area to the laboratory. the device aids in the diagnosis of disease caused by pathogenic microorganisms and also provides epidemiological information on these diseases.",class i (general controls).
Immunology,culture medium for pathogenic neisseria spp,"a culture medium for pathogenic neisseria
spp. is a device that consists primarily of liquid or solid biological materials used to cultivate and identify pathogenic neisseria
spp. the identification aids in the diagnosis of disease caused by bacteria belonging to the genus neisseria,
such as epidemic cerebrospinal meningitis, other meningococcal disease, and gonorrhea, and also provides epidemiological information on these microorganisms.",class ii (performance standards).
Immunology,oxidase screening test for gonorrhea,"an oxidase screening test for gonorrhea is an in vitro device that consists of the articles intended to identify by chemical reaction, cytochrome oxidase, an oxidizing enzyme that is associated with certain bacteria including neisseria gonorrhoeae.
a sample of a male's urethral discharge is obtained on a swab which is placed into a wetting agent containing an ingredient that will react with cytochrome oxidase. when cytochrome oxidase is present, the swab turns a dark purple color within 3 minutes. because it is unlikely that cytochrome oxidase-positive organisms other than neisseria gonorrhoeae
are present in the urethral discharge of males, the identification of cytochrome oxidase with this device indicates presumptive infection of the patient with the causative agent of gonorrhea.","class iii (premarket approval) (transitional device).
(c) date pma or notice of completion of a pdp is required.
as of may 28, 1976, an approval under section 515 of the act is required before this device may be commercially distributed. see § 866.3.
[47 fr 50823, nov. 9, 1982, as amended at 52 fr 17734, may 11, 1987]"
Immunology,automated medium dispensing and stacking device,an automated medium dispensing and stacking device is a device intended for medical purposes to dispense a microbiological culture medium into petri dishes and then mechanically stack the petri dishes.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9. the device is also exempt from the good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, with respect to general requirements concerning records, and § 820.198, with respect to complaint files.
[47 fr 50823, nov. 9, 1982, as amended at 66 fr 38791, july 25, 2001]"
Immunology,supplement for culture media,"a supplement for culture media is a device, such as a vitamin or sugar mixture, that is added to a solid or liquid basal culture medium to produce a desired formulation and that is intended for medical purposes to enhance the growth of fastidious microorganisms (those having complex nutritional requirements). this device aids in the diagnosis of diseases caused by pathogenic microorganisms.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,quality control kit for culture media,"a quality control kit for culture media is a device that consists of paper discs (or other suitable materials), each impregnated with a specified, freeze-dried, viable microorganism, intended for medical purposes to determine if a given culture medium is able to support the growth of that microorganism. the device aids in the diagnosis of disease caused by pathogenic microorganisms and also provides epidemiological information on these diseases.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,microtiter diluting and dispensing device,a microtiter diluting and dispensing device is a mechanical device intended for medical purposes to dispense or serially dilute very small quantities of biological or chemical reagents for use in various diagnostic procedures.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,microbiological incubator,"a microbiological incubator is a device with various chambers or water-filled compartments in which controlled environmental conditions, particularly temperature, are maintained. it is intended for medical purposes to cultivate microorganisms and aid in the diagnosis of disease.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9. the device is also exempt from the good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, with respect to general requirements concerning records, and § 820.198, with respect to complaint files.
[47 fr 50823, nov. 9, 1982, as amended at 66 fr 38791, july 25, 2001]"
Immunology,microbial growth monitor,"a microbial growth monitor is a device intended for medical purposes that measures the concentration of bacteria suspended in a liquid medium by measuring changes in light scattering properties, optical density, electrical impedance, or by making direct bacterial counts. the device aids in the diagnosis of disease caused by pathogenic microorganisms.","class i. with the exception of automated blood culturing system devices that are used in testing for bacteria, fungi, and other microorganisms in blood and other normally sterile body fluids, this device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter.
[47 fr 50823, nov. 9, 1982, as amended at 60 fr 38482, july 27, 1995]"
Immunology,gas-generating device,a gas-generating device is a device intended for medical purposes that produces predetermined amounts of selected gases to be used in a closed chamber in order to establish suitable atmospheric conditions for cultivation of microorganisms with special atmospheric requirements. the device aids in the diagnosis of disease.,"class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,wood's fluorescent lamp,"a wood's fluorescent lamp is a device intended for medical purposes to detect fluorescent materials (e.g., fluorescein pigment produced by certain microorganisms) as an aid in the identification of these microorganisms. the device aids in the diagnosis of disease.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9. the device is also exempt from the good manufacturing practice requirements of the quality system regulation in part 820 of this chapter, with the exception of § 820.180, with respect to general requirements concerning records, and § 820.198, with respect to complaint files.
[47 fr 50823, nov. 9, 1982, as amended at 66 fr 38791, july 25, 2001]"
Immunology,microorganism differentiation and identification device,"a microorganism differentiation and identification device is a device intended for medical purposes that consists of one or more components, such as differential culture media, biochemical reagents, and paper discs or paper strips impregnated with test reagents, that are usually contained in individual compartments and used to differentiate and identify selected microorganisms. the device aids in the diagnosis of disease.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 65 fr 2311, jan. 14, 2000]"
Immunology,streptococcus spp. nucleic acid-based assay,"a streptococcus spp.
nucleic acid-based assay is a qualitative in vitro diagnostic device intended to simultaneously detect and identify various streptococcus spp.
nucleic acids extracted directly from clinical specimens. the device detects specific nucleic acid sequences for organism identification. the identification aids in the diagnosis of diseases caused by bacteria belonging to the genus streptococcus
and provides epidemiological information on these diseases. pathogenic streptococci are associated with infections, such as sore throat, impetigo (an infection characterized by small pustules on the skin), urinary tract infections, rheumatic fever, and kidney disease.","class ii (special controls). the special controls for this device are:
(1) premarket notification submissions must include detailed device description documentation, including the device components, ancillary reagents required but not provided, and a detailed explanation of the methodology including primer/probe sequence, design, and rationale for sequence selection.
(2) premarket notification submissions must include detailed documentation from the following analytical and clinical performance studies: analytical sensitivity (limit of detection), reactivity, inclusivity, precision, reproducibility, interference, cross reactivity, carry-over, and cross contamination.
(3) premarket notification submissions must include detailed documentation from a clinical study. the study, performed on a study population consistent with the intended use population, must compare the device performance to results obtained from well-accepted reference methods.
(4) premarket notification submissions must include detailed documentation for device software, including, but not limited to, software applications and hardware-based devices that incorporate software.
(5) premarket notification submissions must include database implementation methodology, construction parameters, and quality assurance protocols, as appropriate.
(6) the device labeling must include limitations regarding the need for culture confirmation of negative specimens, as appropriate.
(7) a detailed explanation of the interpretation of results and acceptance criteria must be included in the device's 21 cfr 809.10(b)(9) compliant labeling.
(8) premarket notification submissions must include details on an end user device training program that will be offered while marketing the device, as appropriate.
[82 fr 50074, oct. 30, 2017]"
Immunology,automated zone reader,"an automated zone reader is a mechanical device intended for medical purposes to measure zone diameters of microbial growth inhibition (or exhibition), such as those observed on the surface of certain culture media used in disc-agar diffusion antimicrobial susceptibility tests. the device aids in decisionmaking respecting the treatment of disease.",class i (general controls).
Immunology,microbiological specimen collection and transport device,a microbiological specimen collection and transport device is a specimen collecting chamber intended for medical purposes to preserve the viability or integrity of microorganisms in specimens during storage of specimens after their collection and during their transport from the collecting area to the laboratory. the device may be labeled or otherwise represented as sterile. the device aids in the diagnosis of disease caused by pathogenic microorganisms.,"class i (general controls). the device, when solely intended for use in the collection of concentrated parasites from specimens and transport, is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 84 fr 71800, dec. 30, 2019; 85 fr 18445, apr. 2, 2020]"
Immunology,acinetobacter calcoaceticus serological reagents,"acinetobacter calcoaceticus
serological reagents are devices that consist of acinetobacter calcoaceticus
antigens and antisera used to identify this bacterium from cultured isolates derived from clinical specimens. the identification aids in the diagnosis of disease caused by the bacterium acinetobacter calcoaceticus
and provides epidemiological information on disease caused by this microorganism. this organism becomes pathogenic in patients with burns or with immunologic deficiency, and infection can result in sepsis (blood poisoning).","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,adenovirus serological reagents,"adenovirus serological reagents are devices that consist of antigens and antisera used in serological tests to identify antibodies to adenovirus in serum. additionally, some of these reagents consist of adenovirus antisera conjugated with a fluorescent dye and are used to identify adenoviruses directly from clinical specimens. the identification aids in the diagnosis of disease caused by adenoviruses and provides epidemiological information on these diseases. adenovirus infections may cause pharyngitis (inflammation of the throat), acute respiratory diseases, and certain external diseases of the eye (e.g., conjunctivitis).","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,arizona spp. serological reagents,"arizona
spp. serological reagents are devices that consist of antisera and antigens used to identify arizona
spp. in cultured isolates derived from clinical specimens. the identification aids in the diagnosis of disease caused by bacteria belonging to the genus arizona
and provides epidemiological information on diseases caused by these microorganisms. arizona
spp. can cause gastroenteritis (food poisoning) and sepsis (blood poisoning).","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,aspergillus spp. serological reagents,"aspergillus
spp. serological reagents are devices that consist of antigens and antisera used in various serological tests to identify antibodies to aspergillus
spp. in serum. the identification aids in the diagnosis of aspergillosis caused by fungi belonging to the genus aspergillus.
aspergillosis is a disease marked by inflammatory granulomatous (tumor-like) lessions in the skin, ear, eyeball cavity, nasal sinuses, lungs, and occasionally the bones.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 65 fr 2311, jan. 14, 2000]"
Immunology,"in vitro diagnostic device for bacillus
spp. detection","an in vitro diagnostic device for bacillus
species (spp.) detection is a prescription device used to detect and differentiate among bacillus
spp. and presumptively identify b. anthracis
and other bacillus
spp. from cultured isolates or clinical specimens as an aid in the diagnosis of anthrax and other diseases caused by bacillus
spp. this device may consist of bacillus
spp. antisera conjugated with a fluorescent dye (immunofluorescent reagents) used to presumptively identify bacillus-like organisms in clinical specimens; bacteriophage used for differentiating b. anthracis
from other bacillus
spp. based on susceptibility to lysis by the phage; or antigens used to identify antibodies to b. anthracis
(anti-toxin and anti-capsular) in serum. bacillus infections include anthrax (cutaneous, inhalational, or gastrointestinal) caused by b. anthracis,
and gastrointestinal disease and non-gastrointestinal infections caused by b. cereus.","class ii (special controls). the special controls are set forth in fda's special controls guideline document entitled ""in vitro diagnostic devices for bacillus
spp. detection; class ii special controls guideline for industry and food and drug administration staff."" for availability of the guideline document, see § 866.1(e).
(c) restriction on distribution.
the distribution of these devices is limited to laboratories that follow public health guidelines that address appropriate biosafety conditions, interpretation of test results, and coordination of findings with public health authorities.
(d) restriction on use.
the use of this device is restricted to prescription use and must comply with the following:
(1) the device must be in the possession of:
(i)(a) a person, or his agents or employees, regularly and lawfully engaged in the manufacture, transportation, storage, or wholesale or retail distribution of such device; or
(b) a practitioner, such as a physician, licensed by law to use or order the use of such device; and
(ii) the device must be sold only to or on the prescription or other order of such practitioner for use in the course of his professional practice.
(2) the label of the device shall bear the statement ""caution: federal law restricts this device to sale by or on the order of a __"", the blank to be filled with the word ""physician"" or with the descriptive designation of any other practitioner licensed by the law of the state in which he practices to use or order the use of the device.
(3) any labeling, as defined in section 201(m) of the federal food, drug, and cosmetic act, whether or not it is on or within a package from which the device is to be dispensed, distributed by, or on behalf of the manufacturer, packer, or distributor of the device, that furnishes or purports to furnish information for use of the device contains adequate information for such use, including indications, effects, routes, methods, and frequency and duration of administration and any relevant hazards, contraindications, side effects, and precautions, under which practitioners licensed by law to employ the device can use the device safely and for the purposes for which it is intended, including all purposes for which it is advertised or represented. this information will not be required on so-called reminder-piece labeling which calls attention to the name of the device but does not include indications or other use information.
(4) all labeling, except labels and cartons, bearing information for use of the device also bears the date of the issuance or the date of the latest revision of such labeling.
[84 fr 12088, apr. 1, 2019]"
Immunology,beta-glucan serological assays,"beta-glucan serological assays are devices that consist of antigens or proteases used in serological assays. the device is intended for use for the presumptive diagnosis of fungal infection. the assay is indicated for use in patients with symptoms of, or medical conditions predisposing the patient to invasive fungal infection. the device can be used as an aid in the diagnosis of deep seated mycoses and fungemias.","class ii (special controls). the special control is fda's guidance document entitled ""class ii special controls guidance document: serological assays for the detection of beta-glucan."" see § 866.1(e) for the availability of this guidance document.
[69 fr 56936, sept. 23, 2004]"
Immunology,blastomyces dermatitidis serological reagents,"blastomyces dermatitidis
serological reagents are devices that consist of antigens and antisera used in serological tests to identify antibodies to blastomyces determatitidis
in serum. the identification aids in the diagnosis of blastomycosis caused by the fungus blastomyces dermatitidis.
blastomycosis is a chronic granulomatous (tumor-like) disease, which may be limited to the skin or lung or may be widely disseminated in the body resulting in lesions of the bones, liver, spleen, and kidneys.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 63 fr 59226, nov. 3, 1998]"
Immunology,bordetella spp. serological reagents,"bordetella
spp. serological reagents are devices that consist of antigens and antisera, including antisera conjugated with a fluorescent dye, used in serological tests to identify bordetella
spp. from cultured isolates or directly from clinical specimens. the identification aids in the diagnosis of diseases caused by bacteria belonging to the genus bordetella
and provides epidemiological information on these diseases. bordetella
spp. cause whooping cough (bordetella pertussis ) and other similiarly contagious and acute respiratory infections characterized by pneumonitis (inflammation of the lungs).","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,brucella spp. serological reagents,"brucella
spp. serological reagents are devices that consist of antigens and antisera used for serological identification of brucella
spp. from cultured isolates derived from clinical specimens or to identify antibodies to brucella
spp. in serum. additionally, some of these reagents consist of antisera conjugated with a fluorescent dye (immunofluorescent reagents) used to identify brucella
spp. directly from clinical specimens or cultured isolates derived from clinical specimens. the identification aids in the diagnosis of brucellosis (e.g., undulant fever, malta fever) caused by bacteria belonging to the genus brucella
and provides epidemiological information on diseases caused by these microorganisms.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 63 fr 59226, nov. 3, 1998]"
Immunology,campylobacter fetus serological reagents,"campylobacter fetus
serological reagents are devices that consist of antisera conjugated with a fluorescent dye used to identify campylobacter fetus
from clinical specimens or cultured isolates derived from clinical specimens. the identification aids in the diagnosis of diseases caused by this bacterium and provides epidemiological information on these diseases. campylobacter fetus
is a frequent cause of abortion in sheep and cattle and is sometimes responsible for endocarditis (inflammation of certain membranes of the heart) and enteritis (inflammation of the intestines) in humans.",class i (general controls).
Immunology,chlamydia serological reagents,"chlamydia serological reagents are devices that consist of antigens and antisera used in serological tests to identify antibodies to chlamydia in serum. additionally, some of these reagents consist of chlamydia antisera conjugated with a fluorescent dye used to identify chlamydia directly from clinical specimens or cultured isolates derived from clinical specimens. the identification aids in the diagnosis of disease caused by bacteria belonging to the genus chlamydia
and provides epidemiological information on these diseases. chlamydia are the causative agents of psittacosis (a form of pneumonia), lymphogranuloma venereum (a venereal disease), and trachoma (a chronic disease of the eye and eyelid).",class i (general controls).
Immunology,citrobacter spp. serological reagents,"citrobacter
spp. serological reagents are devices that consist of antigens and antisera used in serological tests to identify citrobacter
spp. from cultured isolates derived from clinical specimens. the identification aids in the diagnosis of disease caused by bacteria belonging to the genus citrobacter
and provides epidemiological information on diseases caused by these microorganisms. citrobacter
spp. have occasionally been associated with urinary tract infections.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to the limitations in § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 54 fr 25046, june 12, 1989; 66 fr 38791, july 25, 2001]"
Immunology,clostridium difficile toxin gene amplification assay,"a clostridium difficile
toxin gene amplification assay is a device that consists of reagents for the amplification and detection of target sequences in clostridium difficile
toxin genes in fecal specimens from patients suspected of having clostridium difficile
infection (cdi). the detection of clostridial toxin genes, in conjunction with other laboratory tests, aids in the clinical laboratory diagnosis of cdi caused by clostridium difficile.","class ii (special controls). the special controls are set forth in fda's guideline document entitled: ""class ii special controls guideline: toxin gene amplification assays for the detection of clostridium difficile;
guideline for industry and food and drug administration staff."" see § 866.1(e) for information on obtaining this document.
[80 fr 51939, aug. 27, 2015]"
Immunology,coccidioides immitis serological reagents,"coccidioides immitis
serological reagents are devices that consist of antigens and antisera used in serological tests to identify antibodies to coccidioides immitis
in serum. the identification aids in the diagnosis of coccidioidomycosis caused by a fungus belonging to the genus coccidioides
and provides epidemiological information on diseases caused by this microorganism. an infection with coccidioides immitis
produces symptoms varying in severity from those accompanying the common cold to those of influenza.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 63 fr 59226, nov. 3, 1998]"
Immunology,corynebacterium spp. serological reagents,"corynebacterium
spp. serological reagents are devices that consist of antisera conjugated with a fluorescent dye used to identify corynebacterium
spp. from clinical specimens. the identification aids in the diagnosis of disease caused by bacteria belonging to the genus corynebacterium
and provides epidemiological information on diseases caused by these microorganisms. the principal human pathogen of this genus, corynebacterium diphtheriae,
causes diphtheria. however, many other types of corynebacteria form part of the normal flora of the human respiratory tract, other mucus membranes, and skin, and are either nonpathogenic or have an uncertain role.","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 65 fr 2311, jan. 14, 2000]"
Immunology,coxsackievirus serological reagents,"coxsackievirus serological reagents are devices that consist of antigens and antisera used in serological tests to identify antibodies to coxsackievirus in serum. additionally, some of these reagents consist of coxsackievirus antisera conjugated with a fluorescent dye that are used to identify coxsackievirus from clinical specimens or from tissue culture isolates derived from clinical specimens. the identification aids in the diagnosis of coxsackievirus infections and provides epidemiological information on diseases caused by these viruses. coxsackieviruses produce a variety of infections, including common colds, meningitis (inflammation of brain and spinal cord membranes), herpangina (brief fever accompanied by ulcerated lesions of the throat), and myopericarditis (inflammation of heart tissue).","class i (general controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 65 fr 2311, jan. 14, 2000]"
Immunology,cryptococcus neoformans serological reagents,"cryptococcus neoformans
serological reagents are devices that consist of antigens used in serological tests to identify antibodies to cryptococcus neoformans
in serum. additionally, some of these reagents consist of antisera conjugated with a fluorescent dye (immunofluorescent reagents) and are used to identify cryptococcus neoformans
directly from clinical specimens or from cultured isolates derived from clinical specimens. the identification aids in the diagnosis of cryptococcosis and provides epidemiological information on this type of disease. cryptococcosis infections are found most often as chronic meningitis (inflammation of brain membranes) and, if not treated, are usually fatal.","class ii (special controls). the device is exempt from the premarket notification procedures in subpart e of part 807 of this chapter subject to § 866.9.
[47 fr 50823, nov. 9, 1982, as amended at 63 fr 59226, nov. 3, 1998]"
